,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
218850,5,True,"07 4, 2012",A2IEKDPWMBYXRQ,B0015AWV7O,Caboojs,"Tootsie Roll "" Frooties "" Are Off the chain . The Flavors are Delicious. If You Get A Chance To Purchase This Product, Please Do So. You want be disapointed!1",OFF THE  CHAIN,1341360000,4,,
420558,5,True,"07 5, 2016",A2W67VFCV2NIB,B003L240ZA,Hekla,"BUY THIS. This is incredible. It is the answer to all of my full fat coconut milk prayers. I just used this with light coconut milk in haupia and it turned out beautifully for far less calories. I used it to make coconut rice by just adding a bit to the cooking water and the flavor was very definitely there in the finished product. Again, far superior to using coconut milk if you are watching your calories like I have to. I added it to my skyr and Greek yogurt with some pineapple for a pina colada blend and it was great! I used it to flavor white rum and it wasn't too bad. I will definitely buy this again.",I just used this with light coconut milk in haupia and it turned out beautifully for far less calories,1467676800,2,{'Size:': ' 4 Ounce'},
896696,4,True,"08 19, 2016",A184M17QG5DQ2X,B00RVIYSTS,JB,"Have had only i cup, but tastes good for the benefits.  Will probably drink more this winter.",but tastes good for the benefits,1471564800,,{'Size:': ' 24'},
339971,5,True,"09 13, 2013",A25D6OPSOC73VE,B001L330B6,Maggie,"I have an ulcer, so I normally get upset stomach and nausia. I recently was told peppermint settles those feelings, and boy oh boy do I wish I knew this sooner. One candy cane or stick puts my stomach in it's place and calms it down. Well since it's off season finding bulk or cheap candy canes or peppermint balls are hard to find. Most came in full form and barely any came cracked. Honestly can't complain.",Off season candy canes!,1379030400,4,,
238318,5,False,"05 19, 2014",A3PUGV70FQZT5Z,B000WXEMOU,Christian M Jean,so good.  so scary.  I bought about 10 packs of these.  they terrify me so I put them in a box under the house and refuse to ever look at them again.,classic,1400457600,,{'Size:': ' Ghosts'},
1086578,5,True,"01 21, 2016",AVZ8G4I1NV6TN,B008Y9GS7S,Sgurgola,Inexpensive and does the job. If for some reason it should fail over time it's inexpensive and can be replaced without breaking the bank. Go for it.,Inexpensive and does the job. If for some reason ...,1453334400,,,
374969,2,True,"12 3, 2016",A3CBKR4HL03YR3,B00275SC5Q,Sassy Lady,"So, where's the garlic?  I taste mainly salt and a slight amount of pepper.  I am very disappointed in this product.  I was looking for a decent garlic/pepper but this misses by a mile in my opinion.  Never again.",Where's The Garlic?,1480723200,,,
260891,5,True,"09 6, 2016",A3OY4BCGSM4E8C,B00132RPN4,violetcherry,"I bought these to keep in my office for times when I need to work long hours. The individual packets make it easy to have a quick snack, and mango is always yummy.",Convenient packets in individual size,1473120000,,"{'Size:': ' 1.4 Ounce (Pack of 10)', 'Flavor:': ' Much-Ado-About-Mango'}",
98485,2,True,"09 11, 2016",A3TRZGMLHRE0XV,B000G7TBUW,Douglas,Not that good.,Two Stars,1473552000,,"{'Size:': ' 27 Ounce', 'Flavor:': ' Pretzel Rods'}",
596377,4,True,"01 15, 2016",A3CZV9NXX6NCSW,B007TGH4CK,DC JOE,Good quality product.,Four Stars,1452816000,2,,
118996,5,True,"10 5, 2013",A1UEZBR2NC9MPO,B000IKCP9G,Mary Fugier,Fast shipping. Great product and customer service. I will order again. Save money from buying in small quality. 1 pound of jelly beans is about 2-1/2 cups. I have to reorder more. Make sure and order enough.,Make Sure and Order Enough!,1380931200,4,{'Size:': ' 1 Pound'},
1067192,4,True,"11 20, 2017",A29CT3MXKBWVQ6,B004GL02DY,UrbanMonique,"In size of the package and quality of the spice. Good stuff, with a pungent, complex nose, just like good black cardamom should have. There are, by the way, three colors and flavors of cardamom out there - Green, Black, and white. White is nothing more than bleached green, used for things where you don't want the color involved - That said, the flavor is that stuff has been universally disappointing to me so far. Green is the most common, and has a complex, herbaceous profile all its own. Black cardamom is smokier and darker, which makes it Greta for savory stuff, but not so much for sweets. Cardamom is central to Indian and Middle Eastern cuisines, and peripherally to some Chinese regional cooking.",Just right,1511136000,3,{'Size:': ' 0.20 OZ ecoBox'},
42825,5,False,"07 1, 2015",A2KMO0N4GW8PX6,B000B6FLOI,Mr. R. Holland,"Who knew? Purchasing two products without researching their quality and discovering tasty symbiosis!

Grandma's Evening Anchor (over the rocks): Combine 1 jigger (1.5 fluid ounces) di Amore Quattro Orange liqueur and 1/4 tsp McCormick Pure Orange Extract in a 5 oz Anchor measuring glass (""Business Class"" beverage), half filled with large pieces of cracked ice. Garnish with several slices of quartered fresh orange and, if desired, a maraschino cherry.",Grandma's nightcap,1435708800,,"{'Size:': ' 1 fl oz', 'Flavor:': ' Pure Orange'}",
667471,2,False,"05 20, 2018",A2YTUI6RLFD4IA,B00BUKL666,Amazon Customer,The size of the bars purchased through amazon are smaller than traditional retail.,Bar size is smaller ordering through amazon.,1526774400,,,
866218,5,True,"10 20, 2016",A366SKSB79ZYZG,B00NEH8RD8,Kevin P. O&#039;connell,Girlfriend loves it... happy she makes a happy me.,happy she makes a happy me,1476921600,2,,
706684,5,False,"09 3, 2013",A2TXR85WQLE32N,B00D3M2QP4,HMS Warspite,"This KIND nutrition bar is loaded with flavors: dark chocolate, peanuts, almonds, pecans, cashews, and cinnamon spice. These small bars pack 200 calories, enough for an energy boost, along with seven grams of fiber. It comes in a heavy wrapper to protect the bar from the customer, and vice versa; it can be a little sticky to consume. Recommended.",Loaded with flavor...,1378166400,,,
687548,4,True,"01 7, 2018",AVQIRN6E7J7UA,B00CIGCI1S,imdebra,"They taste like potato chips. I actually am a little disappointed they don't taste a bit more exotic. They're fine, other than that.",They taste like potato chips.,1515283200,,,
424595,5,True,"09 9, 2016",A3UFSMRYLHJ6MZ,B003P7ZO0G,Amazon Customer,get some,Five Stars,1473379200,,,
1067632,5,False,"04 7, 2013",A3MK4AIGBABYZ,B004IXWMG0,Cely,"I got these at the grocery store the other day, and ever since I've been dying to eat them again. I personally love the taste, but as far as salt and vinegar goes, you either like it or you don't. If they were a little lower in fat I would definitely buy them more often.",Super good!,1365292800,,{'Package Quantity:': ' 1'},
43027,5,True,"04 13, 2016",A3VQWRPP2HZAY9,B000B6MU74,BadgeBunnyV,"Wonderful! This will give your baked goods a ""special something"".  It does add a bit of yellow color.  I still add real vanilla extract when using this, but you don't have to.  I called McCormick to ask if this was being discontinued and they said no.  It is just hard to find in stores.  It is not sold on the West Coast yet.  I am happy I was able to find it on Amazon.",Big 2 oz bottle!!,1460505600,,{'Size:': ' 2 oz'},
34953,5,False,"11 2, 2016",A1UU3HLWJT6JWQ,B0009F3QKW,S. Hardwig,I find this more relaxing than Camomile teas and it's very tasty.,"Tasty, Healthy and Relaxing Tea",1478044800,,{'Flavor:': ' Honey Lavender Stress Relief'},
80138,4,True,"03 8, 2007",A2QLE8LATDFW7V,B000F2IOGK,Homeschool Parent,"If you want to know what Turkish Delight is like, see my review for the plain style.  (Think inside of a jelly bean.) Rose flavor is my personal favorite.  Don't be put off by the idea of a flower flavor.  The flavor is very subtle and sweet and undeniably exotic.  Even my children love it.",My favorite flavor,1173312000,2,,
30995,3,True,"01 11, 2016",A36PVP7VVESU5D,B00099E8OQ,John E. Mc Govern,It's not as good as Snapple.,Three Stars,1452470400,,"{'Size:': ' 10 Quart (Pack of 4)', 'Style:': ' Diet Peach'}",
976240,1,True,"07 5, 2016",A2QGGINVX7Q54D,B017MPJSGM,MT,PB2 maybe better than this.,One Star,1467676800,,,
754626,5,True,"04 13, 2015",ASPKHOVX41NAS,B00F54QG1S,JOE C.,"was ok,I like IT",I like,1428883200,,{'Size:': ' 72 Slices'},
303676,4,True,"05 8, 2015",AEF7COT80I2KB,B001E5DZWK,Peggy B.,A wonderful blend.,Four Stars,1431043200,,{'Package Quantity:': ' 1'},
311311,5,True,"10 3, 2015",A34D2MSXP74IVF,B001EO5RW2,Alan Ceprano,Great,Five Stars,1443830400,,,
786072,5,True,"08 7, 2017",A2ONH2EED3N6E0,B00HB6O2GO,trisha,I make my own chicken feed and this is a good price and it comes clean and fresh,... make my own chicken feed and this is a good price and it comes clean and,1502064000,2,,
129103,5,True,"01 7, 2017",A17DGFE8ATZXC1,B000L8CB76,Ms. Priscilla Margola,"Very interesting design for a teabag.  Brings out wonderful taste, and a pleasure to drink.","Brings out wonderful taste, and a pleasure to drink",1483747200,,{'Size:': ' 1 Pack Paris'},
455751,5,True,"03 1, 2016",AGX50KO4NA5M7,B004AFODLI,Mike,Made some of the best Pancakes with this,Five Stars,1456790400,,{'Style:': ' Buttermilk & Honey - Pack of 3'},
1050184,5,True,"02 17, 2018",A1VSG5MHIJF2DN,B001ESHO56,Richard Bojrab,Arrived in great shape for my daughters wedding.  The almonds were very fresh and quite tasty.  The white sugar coating well secured on the almond so we did not have to throw any away,Arrived in great shape for my daughters wedding,1518825600,,{'Package Type:': ' Standard Packaging'},
386885,5,True,"08 21, 2012",A1J205ZK25TZ6W,B002AWXELI,kez panel project,"I like to snack on these at the office. I thought they had too much salt, so i rolled them around in a large colander to shake some salt off.... it worked. I understand the Egyptians grew almonds inside of wooden caskets.",snacks for the office,1345507200,,{'Size:': ' 1 Tub'},
1000761,5,True,"03 11, 2018",AEXUXNXS47IWV,B01DI1R3UC,Dmitriy Zh,Good price and quality.,Five Stars,1520726400,,,
59139,5,True,"01 26, 2015",A2V9DTXTQ5YIMK,B000E1FZHS,me Perdue,I bought the variety box and have enjoyed them. Nice to have at night when watching TV with a cold beer. They are fresh and the perfect snack size.,Great for a night snack,1422230400,,"{'Size:': ' 2 Lb 8.5 Ounce', 'Flavor:': ' Variety Pack-Peanuts, Cashews'}",
21223,5,False,"10 4, 2007",AV035BWO7R5IE,B0002REY7Q,Groovy Mimi,"Sent this to a friend as a thank you. Ordered it yesterday, she got it TODAY! I actually ordered the wrong thing & had to call Leonidas (in New York) the lady spoke broken English, but I explained, she changed the order & everything was wonderful!  Susan shared a chocolate with me & I'm tellin ya, all the people that have said that Godiva doesn't even come close...are RIGHT!!! Excellente!!!!!!!",If Chocolate were sex....Ahem....this would be a multiple O!!!!!!!!!!!!!!,1191456000,3,{'Size:': ' 1 lb Ballotin'},
34244,5,True,"10 19, 2014",A1J892O8LAMZL3,B0009F3PJE,Julia Freeman,"It gets everything running smoothly with np cramps,",Five Stars,1413676800,,{'Flavor:': ' Organic Smooth Move'},
364455,5,True,"06 7, 2017",A2T3J8GQFUVKLK,B001VNGLEY,Amazon Customer,WARNING!!! THIS IS SO MUCH OREGANO IT WILL FILL TWO 110 OZ PICKLE JARS,WARNING!!! THIS IS SO MUCH OREGANO IT WILL FILL TWO 110 OZ PICKLE JARS,1496793600,,,
634276,3,True,"04 19, 2014",A162B8SYPWZ6SS,B00A8I8FCO,Lorelei L. Bobby,"I grew up on this relish. It's been around for years, however, as with everything else these days, it's not like it used to be anymore.
Too watered down, hardly any actual relish in the jar.  The taste is the same, however way too much liquid filler.",Not what it used to be...............................,1397865600,,"{'Size:': ' 18oz', 'Flavor:': ' Hot Green Tomato Piccalli Relish'}",
242109,5,True,"06 5, 2013",A2WT6PABZ011D3,B000YCNFCY,NEILL,love this product  great taste and flavor. like the loaves very easy to slice and somewhat smaller pieces to eat . goes much father this way.,can't get enough,1370390400,4,,
185956,5,True,"04 15, 2014",A21UYGDR7UL8LT,B000X3TPHS,Emme,"I love these little treats and keep them in my car instead of lozenges or regular hard candy.  (I have to or I'd eat them all). I was purchasing them at a local national natural food chain. They stopped carrying them. Happily, I can purchase a case here for the cost of two bags there. (Hmmm...mark up a little)

On a side not, I sent some to work with my husband. Everyone in his office is now addicted to them.",Caution: Addictive,1397520000,,"{'Size:': ' 3 Ounce', 'Flavor:': ' Hot Chili'}",
323613,5,False,"07 29, 2016",ACSMLHBGUAIXC,B001F79MMY,"Anna, Huntington Beach CA",Really good healthy bread. Worth the extra few cents.,Great,1469750400,,,
190298,5,True,"01 4, 2018",A3EGOJDQ8DZYGB,B000YPKODY,Linda Gradecki,Very satisfied,Five Stars,1515024000,,"{'Size:': ' 30 Count', 'Style:': ' 1.25 Ounce Bag'}",
26619,1,True,"02 7, 2013",A3HSDV9Y0TV5Z2,B0006G5KEE,Jim,"I have ordered this twice and I got the wrong item both times.

The item comes as a jar enclosed in a bubble wrap envelope.  The bubble wrap envelope is labeled Wasabi Fumi Furikake, the correct item.  The enclosed jar is labeled Katsuo Fumi Furikake, the wrong item.

I will revise my rating when I finally receive the correct item.

Jim",I have ordered this twice and I got the wrong item both times.,1360195200,4,{'Size:': ' Pack of 1'},
992095,5,True,"03 22, 2017",A1M2GB790HHRBM,B01BMCQEOK,Leweycat,We love them. They're more fruity flavorful than minty but they're great!,Kinda like candy!,1490140800,2,,
195538,5,True,"05 27, 2015",A2ZGHESQDCI77M,B0010BQB6A,Shiloh True,"I love tea, but Oolong tea has been one of my favorites for two decades.  That said, I have tried many over the years.  They are not created equal. Not in taste, strength, or fragrance. It's up to each individual to find the brew that they prefer.

Oolong tea is a product of the Camellia sinesis plant -- buds, leaves and stems.  The same plant used for black and green teas, but the processing is what renders the end product, making a significant difference.

Prince of Peace tea is organic (a plus) blending black tea, for richer taste,  with green tea for the well known health benefits.  Caffeine is approximately 30-40 mg per cup, with a cup of coffee significantly more.

I find the this tea to be on the milder side and I prefer stronger tea flavor.  But, I have been very happy using two tea bags per cup and it still remains cost effective.  I sweeten my tea with a little honey and find this particular blend divine.

Oolong tea has significant touted health benefits, many not well researched.  However, many believe it helps with weight management,

and there are some sites that propose it even lessens the risk of cancer, all the way to protecting dental health.  All good things, but I don't particularly care, if I don't like the product, and I like this one.

Remember that everything is to be taken in moderation.  Even the healthy benefits of tea.  Over consumption may cause difficulties related to too much caffeine.  And there is some evidence that it can flush calcium, so you may need to limit intake to three cups, or less per day, if you have osteoporosis.  Just read interactions and contraindications for all items that you regularly partake of, just to be on the safe side.

I visited the seller's website.  I was moved by the Prince of Peace world relief efforts and the orphanage they oversee, serving over 100 orphan children.  Their efforts to serve their customers and those in need appear truly honorable.  I'm happy to support their cause with my purchases.","I've been Oolong, so long ...",1432684800,45,,
621,3,True,"12 14, 2014",A1A22OU9SWGNOF,B00008RCN8,mr.fantastic,"makes my mouth dry,flavor is good.will not buy again.",flavor is good. will not buy again,1418515200,,{'Flavor:': ' Cinnamon'},
202732,5,True,"05 18, 2012",AWEM0VJCIHTXU,B0012272NI,Primadonamama,"Really great product! I like ramen noodles but I can't have the packet that comes with it, too much sodium. Since I got the Wyler's chicken bouillon I can enjoy my ramen whenever I want. I throw out the packet that comes with the ramen and substitute a tablespoon of the Wyler's. I also use it to enhance the flavor of home-made soups and stews. It's delicious.",Love it!,1337299200,,{'Size:': ' 2.62 ounce (Pack of 12)'},
250202,5,True,"11 12, 2016",A347J9BKY76NIC,B0010SEVWO,BenAssa,What I expected it to be,Five Stars,1478908800,,"{'Size:': ' 4 Pounds', 'Flavor:': ' Organic'}",
580290,5,True,"08 16, 2014",A27EE7X7L29UMU,B0078DQDA8,ZapNZs,"These chips carry some serious value. More or less, they are pretty standard chips made from yellow corn. They are good quality, but nothing special. For dipping and taco salad, they are awesome. The big news to this product is that you get a dozen of them, which for the price and the size of each bag, is quite a good buy.

I have purchased this item twice. Both times, they have been shipped to me in a very heavy duty box, and arrived in excellent condition without broken chips. The bags used for the chips are also durable and thick weight, which I like. The products arrived fresh, far ahead of their eat-by dates, and were consistent in taste/quality.

I will order again.","Standard (but good) chips for a tremendous value, and packaging/shipping which kept the chips in good condition",1408147200,,{'Style:': ' Mini Yellow'},
156885,5,True,"12 22, 2015",A3PRA7DAN3N3ZC,B000QV4U4U,Kipchak,Love the savory taste with some heat but it isn't hot.,Love the savory taste with some heat but it isn't hot,1450742400,,{'Size:': ' 4.5 Ounce'},
760039,5,True,"01 16, 2014",AMW32FGRNWIK5,B00FEQGBXA,T. Scofield,"Loved this-----I drank every drop Nice flavor not too strong or over baring
. Will buy again
I like it hot with milk",EXCELLENT,1389830400,,,
160655,5,True,"09 20, 2016",A3VGTFLMAY30NY,B000RYCK2U,sung h hwang,:),Five Stars,1474329600,,,
536609,5,True,"07 21, 2014",A1SZTU0SBH12D7,B005M2MWKM,Richard C. Vogt,"This powder is true as it says, dehydrated grapefruit juice with no sugar or sweeteners or chemicals.  Disolves instantly in cold water, love to use it on airplanes where they only give you water now days.  Use it when traveling to take the chlorine taste out of tap water, use it in the field to quench your thirst better than water alone.  If you live in the tropics keep it in ziplock bags or in a few months they may get a bit humid and the powder solidifies and then is harder to dissolve.  I am on my second 500 envelopes.","True grapefruit is truely what it says it is, and good tasting besides",1405900800,,,
1106429,5,True,"06 21, 2018",A1N49YYNAJ621R,B00FLXP9MU,Deborah Akey,"Love love love this coffee. We use it for iced coffee - two teaspoons in a tall glass, add a 1/4 c of water and stir to dissolve. Add a bit of chocolate syrup, some milk, and ice. Stir and enjoy.",Great for iced coffee,1529539200,,,
576044,5,True,"09 14, 2014",A29JV1V8AZFS49,B007264S08,Oldlee2,great--I'll buy as many as I can afford,Five Stars,1410652800,,,
1131646,4,True,"06 4, 2016",A1FKXVWCG1Q21B,B00XGYNWN4,JR,TASTES GOOD BUT NOT AS GOOD AS I EXPECTED...,Four Stars,1464998400,,,
371672,5,False,"09 17, 2015",A1SCKTHDWAUBZA,B0025VF8FY,George bear,"Excellent, we use these often for trips and outings.",Five Stars,1442448000,,"{'Size:': ' 8.1 Ounce (Pack of 8)', 'Flavor:': ' Tuna'}",
705600,5,True,"01 14, 2015",A2KVIYDNGRICLZ,B00D3M2QP4,sj,Great tasting.  I  like the sweet and salty taste.,Great tasting. I like the sweet and salty taste,1421193600,,"{'Size:': ' 12 Bars', 'Flavor:': ' Dark Chocolate Nuts & Sea Salt'}",
275122,5,True,"07 26, 2016",A3PFIY5X73OKOL,B00164V1DE,debbie,The work great for our cabin rentals.  They stay fresh and the pod size is perfect.,Five Stars,1469491200,,"{'Size:': ' 0.7-Ounce Filter Pack (Pack of 4)', 'Flavor:': ' Original'}",
1027453,5,True,"05 24, 2016",A2KV7DQTFR5TM6,B000FDDJ1E,Pumpedup,I have severe allergies to all grains other than spelt. This is a nice snack with some tea!,This is a nice snack with some tea,1464048000,,{'Flavor:': ' Agave'},
131113,1,False,"03 28, 2009",A31IPFRDKPT6M3,B000LKU3Y2,R. Smith,"We like this item, but wish that it was available in larger sizes, these are way too expensive......","Love the enriched original rice, milk, not price/packaging",1238198400,2,"{'Size:': ' 8 Ounce (Pack of 24)', 'Flavor:': ' Enriched Original'}",
564124,3,True,"09 17, 2012",A193QA9CLUBD55,B006JGHJ12,KSW,"All of Oskri's products are all very well made.  The only reason for giving this product a low score is because I do not care for the taste of the bars.  I love the almond and cranberry bars, but these Quinoa Bars....not so much.",Good Quality.......but not to my taste,1347840000,,,
457431,4,True,"12 12, 2014",A30TX9JJ914SOR,B004AWTR6M,Florida transplant,We all like this. It's been unseasonably cold down here and this warms us up in a hurry.,warming on a chilly fla day,1418342400,,"{'Size:': ' 24 Count', 'Flavor:': ' Hot Apple Cider'}",
1100923,1,True,"06 16, 2018",A1F1T5KCGES604,B00DJ5P4AO,Filip B. Filipov,"One of the worst coffees I've ever had, no flavor at all. I feel like if I roast whole wheat berries, will create a better flavor! I'm buying for the first time from this seller. Not sure if it's just that package or it's a bad quality.
Unless they prove me wrong, I'll never buy from them again.",One of the worst coffees I've ever had,1529107200,,"{'Size:': ' 5 lb.', 'Flavor:': ' Yirgacheffe FTO'}",
794863,5,True,"05 25, 2016",A7JW72WPB95KU,B00HVJIQ9U,A A,"I use this in many different ways, and I am not disappointed. Great taste, shipped well, and great price. Definitely recommend!",Love it!,1464134400,,{'Size:': ' 5 oz. Extra Fine'},
983118,5,True,"11 29, 2016",A6GHYGFW7XTD3,B019EGM8UA,Nathan,"Great bar, love these, can't keep them on hand.",Great bar!,1480377600,,"{'Size:': ' 12 Bars', 'Flavor:': ' Dark Chocolate Mint'}",
1033620,5,False,"12 4, 2015",A1Y3KAGIREP3AD,B000P4Y8G8,E. Stubna,Love them!,Five Stars,1449187200,,,
637797,5,True,"08 28, 2013",A1PB4HWA042JG3,B00AFQ3S58,EyesLiketheSea,"Now there's the Cracker Jack taste that is so good. Of course if it's tasty, it's addictive.  You have been warned.","Yum, yum, yum",1377648000,,"{'Size:': ' 7.5 Ounce', 'Flavor:': ' Caramel and Peanut'}",
702936,5,True,"09 19, 2016",A2AXSEBXCHYODW,B00D3M2QP4,TriCross,yum,An excellent snack,1474243200,,"{'Size:': ' 12 Bars', 'Flavor:': ' Caramel Almond & Sea Salt'}",
271050,3,False,"03 5, 2016",A9O0ACBVJU534,B0014WYXYW,Jennifer Hayes,Ok,Three Stars,1457136000,,"{'Size:': ' 24 Count Cans', 'Flavor:': ' Pomegranate'}",
659807,4,False,"07 4, 2013",A1KEK09ZA6J9P8,B00BIEU5QQ,Colleen M. Schneider,"This coffee was surprisingly good in my opinion.  It was smooth, not acidy and a great way to start the day.  It is a medium roast and so if you like a little stronger cup I would just add a bit more to your grinder in the morning.  I drank mine with a bit of sugar and a dash of cinnamon and really enjoyed it.  Overall makes a nice cup, not to dark or too light and I would definitely consider purchasing again.",A mellow cup of joe....,1372896000,,,
1105350,5,True,"05 11, 2018",A2N3HPFQ2RPE2Y,B00F7P5BZ2,Mr. David Green,Seriously 22 packs of the best crisps... delivered!!  tell me where there is a better deal?,Walkers crisps,1525996800,,,
155822,5,True,"05 3, 2017",A2BOWZAZ09YN0K,B000QCOALC,h a,"It may not be cost effective, but I like the fact I won't be over eating it at once, or feel like I need to eat it so it won't go bad after opening a big container.",but I like the fact I won't be over eating it at ...,1493769600,,,
939741,5,True,"05 22, 2016",A2D0DN7G8M6S59,B00XXOYE9S,flyingirl2,Very good product for a low card diet.,Five Stars,1463875200,,{'Style:': ' Elbows'},
309249,3,True,"08 21, 2014",A18HDZX2ATXVL3,B001ELL4ZY,Kathleen R. Thomas,Good coffee,Three Stars,1408579200,,{'Size:': ' 48 Count'},
405622,4,True,"06 29, 2017",A1401WZMUVPSBZ,B002ZOG2B0,AvidReviewer3739,"Husband likes it well enough. It's more affordable than the Raley's brand, so we're happy about that.","Husband likes it well enough. It's more affordable than the Raley's brand, so we're happy about that.",1498694400,,"{'Size:': ' Small, (Pack of 6)', 'Flavor:': ' Hazelnut, Whole Bean'}",
322689,5,True,"04 20, 2016",AKG02HTYGM88L,B001F0RJN0,Jennifer Defillippo,"What's not to like here?!
Fresh. Completely delicious. Chocolate!!
The perfect candy ~ the perfect snack.
The only bad thing is the calories...otherwise, I could eat these all day long.....",Love it!!,1461110400,,"{'Size:': ' 3.4-oz. Box (Pack of 12)', 'Style:': ' Movie Theater Box'}",
9823,5,True,"06 21, 2010",AFV2EMFYRRKQZ,B00017028M,AIWWM,"Slate Magazine has a review on table salts and this was the winner.  So I ordered some from Amazon and compared it myself to the brands available where I live, including Celtic Sea Salt.  There is no comparison... Maldon is the standout winner. It is big flaky, crunchy pieces of very tasty salt.  This is not a baking salt.  It is more of a finishing salt to go ""on"" foods.  It's wonderful on avocado, steamed yellow squash, baked potatoes... etc.  The Slate reviewer said he loved it the best on chocolate Hagen-Dazs ice cream!  It's that good.",This is the BEST!,1277078400,38,{'Format:': ' Grocery'},
332929,3,True,"09 7, 2017",A39D368DDD6MD3,B001HTIXPC,Carli,It's a little salty and expensive given it is only rice.  I'd recommend to make your own rice.,Make your own rice.,1504742400,,{'Flavor:': ' Tandoori Rice'},
4429,5,True,"09 8, 2014",ACAMOUWVKKIMW,B0000GL6RK,JJ,"Perfect for many dishes, vegetables and fruit.",Five Stars,1410134400,,"{'Size:': ' 5 oz', 'Flavor:': ' Clasico'}",
656861,5,True,"12 9, 2014",A3BVSEKIO4Y76N,B00BE6N7WC,Sandra L. Marlowe,I love theses chews very much and will purchase more when I'm out of the ones I bought.,MM good chews,1418083200,,,
881942,5,True,"10 13, 2016",A5NM8RJLDF9U2,B00PO9GIMG,Amazon Customer,"Mayacamas Chicken Gravy Gluten Free has made a wonderful different sauce/gravy for us Gluten free people. Now I like the chicken & dressing
with this on top, yum. also on potatoes & in soups & baked dishes.",Mayacamas Chicken Gravy Gluten Free has made a wonderful different sauce/gravy for us Gluten free people,1476316800,,{'Style:': ' Chicken Gravy'},
10063,5,True,"01 6, 2018",ACND8OSRHHFKW,B0001APXYW,Larry G.,Great,Five Stars,1515196800,,{'Size:': ' 1 Pack'},
388546,5,True,"02 9, 2012",A387T1B8EZARF8,B002CJAJFI,liv,What little girl wouldn't love these?  I threw mine in the dishwasher after and reused them!  The girls all went bananas.  And who wouldn't?,Perfect,1328745600,,,
114698,5,True,"10 28, 2012",A19MDVT24GCTO8,B000HDJZWO,KBinCT,"I thought these were great! They are certainly not gourmet chocolate, but comparable to Hershey's or Nestle's you buy in the grocery store and don't have all the garbage those brands do. I used them to make Paleo brownies and they were delicious for an occasional treat.",Great product!,1351382400,4,"{'Size:': ' 10 Ounce (Pack of 6)', 'Flavor:': ' Semi-Sweet Mega Chunks'}",
77176,5,True,"12 10, 2008",A2YSFKX18XTHED,B000EVOSGW,Smart Shopper,"These Gummi Fruits are delicious and addictive. The sweet/sour is in balance and the candy is not rubbery like some gummi candy is. The texture is softer then the Haribo Gummi Bears and easier to chew without being soft. Perfect for a light little candy break, but hard to stop once the snacking starts. I bought the pack of 12 thinking they would last me quite a while, but I have decided to put packages in all the kids and grandkids Christmas stockings, or I will end up eating them all myself in very short order. (My will-power is quite lacking.) The flavors are quite distinct even after being packaged together in the same package, even though I think the passion fruit flavor tastes more like mango than passion fruit, and the lime tastes more like apple than lime. But, that being said, they are delicious and I can't stay out of them.",Perfect Blend of Sweet and Sour,1228867200,6,{'Flavor:': ' Fruit Salad'},
468057,4,True,"06 23, 2015",A3FM1L4U2CYWJN,B004JM3VF6,risingSun770,"I like this protein powder. Not too chalky, and I like that it's organic and all natural instead of a bunch of chemicals.",I like this protein powder,1435017600,,"{'Size:': ' Canister', 'Flavor:': ' Unflavored'}",
829946,5,True,"02 9, 2017",ANGOBRCDWWMS6,B00K7RH4SC,david g nowicki,love this stuff.,Five Stars,1486598400,,{'Flavor:': ' Cocoa Mint'},
321007,5,False,"08 17, 2013",A3QWQJFF8C0YCR,B001EQ5JLE,Lambie&#039;s MOM,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/PG-Tips-Black-Tea-Pyramid-Tea-Bags-240-Count-Boxes-Pack-of-2/dp/B00802G1I0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">PG Tips Black Tea, Pyramid Tea Bags, 240-Count Boxes Pack of 2</a>

I love this tea. It is rich, brisk and heady. The pyramid bags are pretty nifty, although I am not sure why they are a pyramid shape or what purpose they provide. Nonetheless, it's a great cuppa tea in the morning, afternoon or late in the evening and it pairs very well with sweets!!

YUMMO!!",Love this tea,1376697600,,,
292135,4,True,"10 11, 2012",A1WDM0EFA58H69,B001CCU8AW,Jerry Glonek,"For some reason they are no longer making Wolfgang Puck Hawaiian Hazelnut K-Cups, my absolute favorite flavor. After I got over my shock and sadness I looked around at other options and found these. 54 pods for $20? Yes please! I put the coffee into the My K-Cup attachment for my Keurig and brew that way, and the taste is the same (if not better) than the K-Cups were!

A disclaimer: I still have no idea what these pods are actually meant to be used in. I didn't even know what I was getting when I purchased it. At first I thought it was just loose coffee inside individual packages, which is close but not accurate - inside the package is the loose coffee inside a filter.

I first tried to just stick the filter and coffee in the My K-Cup, and the result was pretty watery. So then I decided to rip the filter open and dump the loose coffee into the My K-Cup. This works great, although it takes 1 and a half packs per My K-Cup, so just keep that in mind if you are purchasing these!",Delicious! Using with My K-Cup,1349913600,15,"{'Size:': ' 3 PACK-Pods - 9.5 Gram', 'Flavor:': ' Hawaiian Hazelnut'}",
903406,5,True,"01 11, 2018",A36KNKA56JEAIF,B00T4G1LVI,namdrol,"Nice blend, fresh. Makes a great dry rub for meats and poultry.",Worth Trying,1515628800,,{'Size:': ' 1 Pack'},
