,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4782,5,True,"11 10, 2015",A165FHUTQU6L2Z,B00JF2GVWK,,Sarah,Smells great and is as described,Five Stars,1447113600,,
699,5,True,"12 18, 2014",A3RY7MA4VRMXN6,B0009RF9DW,{'Size:': ' 48'},Ed Johnson,I love the scent of the music. Unfortunately they don't make this anymore but it's the best,love this stuff,1418860800,,
409,5,True,"07 13, 2014",A1IGBEWKIVXYFL,B00006L9LC,{'Size:': ' 50'},Kathryn A. Stefaniak,Making waves curl defining shampoo really is great for my perm.  It keeps my curls nice and curly.  I use it once a week usually and my perms last so much longer by using it.  I don't use any other product other than the shampoo and conditioner and my hair looks like it has a natural curl to it.  I highly recommend Making Waves shampoo.,Awesome shampoo for curly hair and perms,1405209600,,
3583,5,True,"02 22, 2016",A3S5MHB0P2RTI5,B0012Y0ZG2,{'Size:': ' 177'},D. James,"The soap is great, I only wish it was available in stores.  It's a little on the pricey side considering it's from Dial, and not some French, or Italian desinger, but when you seemingly can only get it online it's worth it.","The soap is great, I only wish it was available in stores",1456099200,,
3150,5,False,"09 28, 2014",A1FWFCJU2G7TRA,B000VUXCGI,{'Color:': ' Raspberry Navy Forest'},KDMask,"My favorite socks! So hard to find cotton socks like this anymore--they come in an array of great colors and are perfect to wear with my shoe-boots, especially dog walking in the fall and winter. They do wear out in the heels but after about 2 years of wear. Can't beat that! Very well made. I have almost all the colors!!",The Perfect Sock!,1411862400,2,
867,5,False,"08 6, 2012",A3Q33D02J9UTT0,B0009RF9DW,{'Size:': ' 264'},KG,This is a great product for pampering yourself.  I would recommend purchasing extra bottles as they make great gifts.  This product is hard to find locally.,Herbaflor,1344211200,,
5164,5,True,"12 26, 2017",A2ZZ75UB8VK31U,B00BSE3III,,Bamabyrdie,Love this product because of the way it makes my hair feel and look.,Five Stars,1514246400,,
3160,3,False,"06 29, 2014",A2USMIT2CSA08,B000YB70PS,{'Size:': ' LG X 32'},Natalia Murataeva,"I purchased this comb as a gift, it is much smaller in the real life",OK,1404000000,,
4590,5,True,"10 3, 2014",A3TXZIWV9XZLMR,B001OHV1H4,{'Size:': ' 32'},Nelya,I love this Shampoo and told my friends about it.,Five Stars,1412294400,,
1788,5,True,"07 31, 2015",A300SV028Q2Z4C,B000URXP6E,{'Size:': ' 127'},willtastic,My favorite,Five Stars,1438300800,,
1367,1,True,"03 21, 2018",A3IJDWW3VVLF3G,B000URXP6E,{'Size:': ' Small'},Amazon Customer,"Awful. Zero anti dandruff properties. Comes out of bottle like water, so very easy to waste. Very poor lathering, requires large quantity to lather up hair. Vague smell, not bad but also not pleasant.",Skip it,1521590400,2,
93,5,True,"03 9, 2017",A20Y9PNINSXAE2,B00006L9LC,{'Size:': ' 43'},Doug,Love this shampoo. Just wish Axe still made it.,Great shampoo,1489017600,,
463,5,False,"07 5, 2013",A1BRNOD64VZ1GP,B00006L9LC,{'Size:': ' 403'},Jessem,"This is ""hands down"" my favorite shine complex. Smells the best - citrusy and light,fresh. No longer able to find at beauty supply stores. Been using for years !",just found out no longer making,1372982400,,
1676,5,True,"02 20, 2016",A21931Z4J17AJ2,B000URXP6E,{'Size:': ' 178'},Sandra,Nice fruity fragrance!,Five Stars,1455926400,,
4743,5,False,"12 4, 2013",A1UQBFCERIP7VJ,B00CZH3K1C,,Margaret P.,"The Crest + Oral-Professional Gingivitis Kit has an electric toothbrush plus timer and case, toothpaste, floss, and mouthwash in a disposable tote bag. There is a selection of four brush heads included, and I like the spinning head the best.  I have been using an Oral-B 1000 model for a few weeks so can compare it to this high-end 5000 model.

The charging base is nice, with no wall wart or metal contacts. At least when new, the battery will last for more than week of twice- or thrice-daily brushings. There are several brushing modes, including one for sensitive teeth and a mode with longer brushing times.  The sensitive mode is noticeably gentler.

This model will alert when a 30 or 45 second brushing time per quadrant has finished, by pulsing and with the little radio timer.  I don't really like the timer feature but it would be very helpful to teach a child how to brush; the visual reinforcement is effective.

The brush tips change easily but don't come off under use and they have colored rings to identify brush heads for multiple users. The handle is just the right size and has soft-touch plastic so it is comfortable and easy to grip. It really is waterproof because I have been using it in the shower with no problems. I would hesitate to actually immerse the bottom of the handle, though.

It is necessary to use a soft touch with these brushes; it is not pressure but the movement of the bristles that disturbs the plaque. Be especially careful if you have gum recession or crowns.  Fortunately, this model warns about using too much pressure.  I find this helpful.

There is an accessory that fits over the charging base to hold extra toothbrush heads which some may find useful as well as a carrying case.  I probably wouldn't bother with the weight and bulk when traveling and will continue to carry a manual toothbrush.

No complaints at all with this toothbrush except that the handle shows water and toothpaste residue and the heads are rather costly compared to a manual toothbrush. I do think it's worth the expense, though, for the ease in brushing, although the less-expensive models have the same basic features. An electric toothbrush would be especially helpful for anyone with arthritis in the hands.",Complete kit with 5000 model toothbrush,1386115200,,
4448,5,True,"02 22, 2016",A3BWOPUC4BK90E,B001OHV1H4,{'Size:': ' 483'},Amazon Customer,Fast delivery and great product!!!!!!,Five Stars,1456099200,,
2452,5,True,"09 27, 2016",A316WN9Q8LGXT,B0012Y0ZG2,{'Size:': ' 110'},William O Torres,best for keratin treatments,Five Stars,1474934400,,
3735,5,True,"05 25, 2015",A1KEYDA4M5GDSH,B0012Y0ZG2,{'Size:': ' 5'},Angela S. Carson,"really cleans my hair with a fresh smell, will buy again",Five Stars,1432512000,,
272,5,True,"12 26, 2015",AUQ0Y1LUWQAN2,B00006L9LC,{'Size:': ' 1 Pack'},R,Been using this brand for years. My scalp and hair love it whether I'm living in Calofornia or Hawaii. Good quality hair products!,Great product!,1451088000,,
3556,5,True,"03 20, 2016",A17ZAS11CK1HG8,B0012Y0ZG2,{'Size:': ' 177ml/6oz'},Joni28,I love the smell of this product. I also bought the body butter and that smells great as well. I will be buying these again,Great product!,1458432000,,
1980,5,True,"07 4, 2014",A1UMO57A3IQGT7,B000URXP6E,{'Size:': ' 329'},rjon,A gift that was appreciated by the receiver.,Five Stars,1404432000,,
3032,5,True,"07 4, 2013",A3IVDKJ8B51LO0,B0012Y0ZG2,{'Size:': ' 366'},Penney Hill,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.,Best Product,1372896000,,
5057,5,True,"07 19, 2017",A28F08XFZRKIH5,B01DKQAXC0,{'Scent Name:': ' Sandalwood'},Amazon Customer,"great smell, and work better than the bad stuff. go figure.",Five Stars,1500422400,,
4318,5,True,"01 7, 2017",A2B33XXX3MZC6R,B001OHV1H4,{'Size:': ' 49'},Tom Waters,Great comb! Very well made and the wood even has a nice scent. Pairs well with Northern Fir's beard oil!,Another quality product from Northern Fir,1483747200,,
910,5,True,"04 15, 2017",A8N02S3VNT60S,B000FI4S1E,,michael w,great buy,Five Stars,1492214400,,
3474,5,True,"07 19, 2016",A9ZMABTHVLKOL,B0012Y0ZG2,{'Size:': ' 52'},Texasgal,"I really wish Redken had not discontinued this product, it is such a great product and now I will need to find a long term replacement :(",it is such a great product and now I will need to find a ...,1468886400,,
2972,5,True,"11 25, 2013",AKZJ49U7BQU4U,B0012Y0ZG2,{'Size:': ' 403'},GG,"This is the best product I've found that somewhat controls any frizz in my hair, without making it dull and weighted down.  I've tried so many other products which have not performed well.  Perfect product that is not tested on animals!  I use it together with MOP c-straight smoothing conditioner.",A great finishing touch to fine hair,1385337600,,
2549,5,True,"04 19, 2016",AGXW8BFME8048,B0012Y0ZG2,{'Size:': ' 511'},Gretchen G,This is a great product. It is alcohol free but holds well . I used to get it at Sally's but they discontinued it . Thankfully I was able to buy it here.,This is a great product. It is alcohol free but holds well,1461024000,,
3953,5,True,"12 12, 2013",A1THB1R8LWTMPV,B0012Y0ZG2,{'Size:': ' 367'},Tom Blakney,My ordered and loves it so guess what I love it if she loves It and if Mama is happy every body is happy!!!!,My ordered and loves it so guess what I love it if she loves It and if Mama is ...,1386806400,,
292,5,True,"10 14, 2015",AR6HDXGSGHVKK,B00006L9LC,{'Size:': ' 515'},maggie,"excellent cream, great shipping.",Five Stars,1444780800,,
1372,1,True,"03 6, 2018",A28RTSY1TRCXLK,B000URXP6E,{'Size:': ' Small'},Patricia A. Wray,"I bought this shampoo because the description stated it was gentle, for itchy, red and irritated scalp. I used it one time and it burned my scalp almost immediately! I bought two bottles and I am returning them both!  I honestly don't know how it get so many good reviews.",Irritated my scalp on first use,1520294400,2,
2414,5,True,"12 19, 2016",AXZPSRWKSDO27,B0012Y0ZG2,{'Size:': ' 463'},KPM,"Christmas present.
My son loves the variety. Inviting look.
Efficient packaging. Arrived in a few days.  :)",Variety,1482105600,,
5091,5,False,"07 23, 2017",A2YKWYC3WQJX5J,B01E7UKR38,{'Color:': ' V.I.Please'},ShannonOnTheLakes,"If I could give this duo six stars, I would. The combination of these two is, without a doubt, the best offering essie has ever put out there.

First of all, I hate it when you get a cream polish and it takes three or four coats in order to get it to look opaque. There was so much pigmentation in this nail polish that I could have gotten by with just one coat, although I put on two. The photograph shows the two coats on my hand.
After doing one hand, the polish started to thicken up a little on my second hand. I've noticed that this often happens with quick dry formulas. No problem, I just wait a minute and then reshake the bottle.
If you don't do that, it can come out thick, which makes it a little streaky or textured. Even if that's the case, all of those imperfections disappear when you apply this magical top coat. No, I'm not exaggerating. It really is Magic.
It evens the color and gives you a perfect shine that lasts for days and days.

And here is the part that I want to shout out... If all of the above weren't enough to make you really love this stuff, hold on because there's more.
I have long complained that I don't like the Essie nail polish brushes. They're great if you have small and short nails, in my opinion, but not for me.
The brush has a perfect curve that matches the base of your nail, and it's wider so that with three strokes, middle side, and side, you are DONE. The brush holds just the right amount of polish.
This review is for the VIPlease color. I think of it as a hibiscus or raspberry shade.
It looks great when you're wearing blue, pink, and even certain shades of burgundy. It's absolutely stunning with tropical prints that include flowers and greenery.
Getting the kit is a great way to try the top coat.
If your experience is as good as mine, this will be the only topcoat you ever use from now on.",The. Best. Ever.,1500768000,3,"['https://images-na.ssl-images-amazon.com/images/I/71JLJNAUwaL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71J9fVzuXuL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71WttiqHI3L._SY88.jpg']"
3679,5,True,"08 21, 2015",A1A7LP8GUKEPZM,B0012Y0ZG2,{'Size:': ' 248'},Graciela Vigil,"Great Product, Great Price!",Five Stars,1440115200,,
4119,5,True,"03 3, 2015",A914TQVHI872U,B0013NB7DW,{'Size:': ' 7 Ounce'},An Educated Consumer,"Writing this review for my husband...this is his favorite pre shave product.

The price is also the lowest for the 7 ounce size he has found.",My hubby's favorite pre shave...,1425340800,3,
4120,5,True,"01 24, 2015",AFXRO7K3ZZ0PX,B0013NB7DW,{'Size:': ' 7 Ounce'},JoeBotts,The best pre-shave juice ever! This lotion has been around forever and nobody has ever improved on it.,The best ever,1422057600,,
4598,5,True,"08 26, 2014",A21C5SBM0KCCH9,B001OHV1H4,{'Size:': ' 439'},angela,excellent products and excellent seller,I love it,1409011200,2,
2129,5,False,"04 27, 2013",A2J50ZCVKL1H9L,B000URXP6E,{'Size:': ' 261'},Nuni,"I am writing this in the dark of my room. My roommate came over with a bottle of this stuff from Europe and whenever she would shower, I would wonder, ""What angel has fluttered down from the sky and walked into my life?"" ...because she smelt that good. SO today, I decided would be the day. I got drunk (because I can't do anything as daring), and stole her soap and took a shower in it. Only a wee bit. Like 3 dollops and I must say, OMG. I'll explain. You know, when you feel yourself hazy from an alcohol buzz, I was washed my face with it and when I opened my eyes, everything seemed brighter. THis stuff actually does revitalize. AND, I smell so expensive. I should probably go find another room to sleep in as I revel in this beauty. Because she will be able to tell immediately. She's cool though. She's Irish.",OMG,1367020800,,
5195,5,True,"11 20, 2016",A24NTDGOS70ZA9,B00IJHY54S,,Rima JG,Love these Songelle products.  All was good.,Five Stars,1479600000,,
651,5,True,"06 30, 2015",AR7EOI1I0D7Q7,B0009RF9DW,{'Size:': ' 22'},Julie H.,Love this fragrance.,Five Stars,1435622400,,
4428,5,True,"03 18, 2016",A1BS75OBCJN3EA,B001OHV1H4,{'Size:': ' 1'},TG,"love this product - wish I could find it in the store, but it's great to be able to get here",love this product - wish I could find it in ...,1458259200,,
2740,5,True,"06 5, 2015",A1UXOVYJ6OEQ24,B0012Y0ZG2,{'Size:': ' 109'},Sharon Bowen,Great shampoo ~ the only one we buy!,Five Stars,1433462400,,
3647,5,True,"10 21, 2015",A2RSCY42Y2CTU1,B0012Y0ZG2,{'Size:': ' 41'},Joni D,always my come back  favorite,"not too heavy not too light, great smooth feel",1445385600,,
296,5,True,"09 20, 2015",A1D3RMFWUWRASV,B00006L9LC,{'Size:': ' 551'},Michelle B,Calibra eye cream is great! It takes out puffiness and tightens skin and conceals fine lines. It is also great under makeup.,Calibra eye cream is great! It takes out puffiness and tightens skin and ...,1442707200,,
194,5,True,"06 10, 2016",A2I3TOK508FLX0,B00006L9LC,{'Size:': ' 1'},Amazon Customer,"Great product , price and fast shipping","Great product, price and fast shipping",1465516800,,
781,5,True,"12 12, 2013",A3JIP8N3GZZKBA,B0009RF9DW,{'Size:': ' 122'},Lisa Strobehn,"I was so happy that I was able to purchase my favorite Bath & Body Works scent that had been discontinued in the store. This was a great price for the three bottles, and if this person/company has more of this scent I am going to buy more!",Great price for discontinued item,1386806400,,
4880,5,False,"08 31, 2017",A2WW57XX2UVLM6,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Rosemary Mint'}",Talvi,"I love my soaps and this one is excellent.  It has a nice clean rosemary mint scent that doesn't smell 'fake' as so many do.  There are little bits of mint in the soap you can actually see but won't stick to you when washing.  I prefer French milled because they lather easily and are smooth - cheaper soaps never lather easily and you have to spend forever trying to get enough on your hands.  The shea butter leaves skin moisturized but not sticky or feeling like there is a residue left after exiting the show.  In all, I'm very pleased!",Nice Quality Soap,1504137600,,
2616,5,True,"01 25, 2016",A3DLYCA3TUHOZM,B0012Y0ZG2,{'Size:': ' 1'},Amazon Customer,"I like how it works on my haur, have it looking great.",Five Stars,1453680000,,
2367,5,True,"03 17, 2017",A3V6HGWB3AKM8O,B0012Y0ZG2,{'Size:': ' 403'},J W. in SF,Excellent product.  The package arrived quickly in perfect condition.  I definitely recommend this product  and this particular seller.,Love the shine!,1489708800,,
577,5,True,"05 30, 2016",AHQFZFZVRD2WU,B0009RF9DW,{'Size:': ' 122'},Dottie Huntley,THIS IS MY FAVORITE SHOWER GEL.,Five Stars,1464566400,,
2987,5,True,"10 18, 2013",A2MTXSVB9MC8IO,B0012Y0ZG2,{'Size:': ' 10.1 oz.'},CAROLINA TRUJILLO,"Matrix Biolage Fortifying conditioner is excellent. I use it all the time specially when I go to the beach, I live it on to protect my hair.",Love it! Leaves my hair smooth and strong,1382054400,2,
5004,5,True,"09 12, 2013",AFXRO7K3ZZ0PX,B019809F9Y,{'Size:': ' 3 Ounce'},JoeBotts,Been using this product for maybe 30 years or more and love it. It does the job and smells good too.,Works great!,1378944000,,
5265,5,True,"08 23, 2018",AUX122XW8ONG6,B01DLR9IDI,{'Design:': ' ETA-7117EE3788'},Amzon Customer,I absolutely love this eye gel.,As advertised,1534982400,,
2961,5,True,"12 18, 2013",AUYOTOM5XVNL,B0012Y0ZG2,{'Size:': ' w-087'},Lou,"Makes my facial pores smaller and I swear  that my wrinkles seem less obvious around my eyes.  Much appreciated
since large pores run in the family.",Does a really great job,1387324800,,
5015,4,False,"09 22, 2017",ABQWMANK4AR63,B019FWRG3C,{'Color:': ' Body Lotion'},JDThird,"Another example of how Amazon throws items together that have nothing to do with each other yet the reviews mix, so it's hard to get an idea of what the review average really means, is it for the lotion, or the water?

THIS review is for the body lotion, which has a slight lavender scent (not too heavy), and is quite creamy.  It goes on evenly and smooth, and absorbs quickly, without any long feeling of greasiness or anything afterwards.  It feels quite nice.","Absorbs quickly, no overpowering scent",1506038400,,
2377,5,True,"02 15, 2017",A14R11HV2H7AVW,B0012Y0ZG2,{'Size:': ' 1 Pound'},Diane Gordon,Also a very good product,Five Stars,1487116800,,
127,5,True,"12 12, 2016",A1XCIY3DWUIC3C,B00006L9LC,{'Size:': ' 1 Pack'},R Goldburg,I have been using this shampoo for a long time and was happy to have it available to me a 4 pack; to me it's the best shampoo available,... using this shampoo for a long time and was happy to have it available to me a 4 pack,1481500800,,
2057,5,True,"11 11, 2013",A1DFZPQPCHBYTY,B000URXP6E,{'Size:': ' 286'},Sean Love Racing LLC,"Found this stuff in Japan and wondered if I could find it again. 3drops of it goes as far as a handful of normal soap, it stays foamy and soapy and has a nice scent!",Super lathery nice soap!,1384128000,,
3158,4,True,"01 21, 2013",AOTMP0OKJOUWI,B000X2FPXC,{'Size:': ' 32 oz'},Emily J. Morris,"I've been experimenting with various homemade cleaning product recipes and liquid castile soap seems to be a staple.  I like the famous Dr. Bronner's stuff, but wasn't feeling up to paying for it.  Dr. Woods, however, seems to provide as respectable a soap as one could ask for.  While any real faults in any of my experiments are probably due to the recipe itself, this ingredient has reacted as expected and I got to say I've had some great results.  When using this soap on its own, I've been impressed as well.  The almond aroma is not overwhelming, but clean and natural.  I've seen some reviews complaining this doesn't sud well, but I have no complaints there.  It rinses completely as well with no surface residue.  What causes me to most to recommend this soap is the price.  I find this a great buy.",Economical and effective,1358726400,48,
389,5,True,"10 4, 2014",A12I397MEWA1VB,B00006L9LC,{'Size:': ' 13'},Adrienne Gottlieb,Excellent product.,Five Stars,1412380800,,
3287,5,True,"03 5, 2018",A29C6ZBT7HP13Q,B0012Y0ZG2,{'Size:': ' Small'},Faith M. Pettersen,Love this product. It is the only thing that has worked on my flaky scalp. Not too heavy and the fragrance is pleasant in comparison to other products.,Love this product,1520208000,16,
1195,5,True,"08 4, 2013",A7M85H7UTJEKI,B000FI4S1E,,TMB,"This stuff smells heavenly and I am so happy to find Amazon has it!  I have been importing it at a much higher price and love the convenience of ordering it now via Amazon, not to mention the price break.  I use it as bubble bath daily and love it!",Hard to find in CA!,1375574400,,
1044,5,True,"05 20, 2015",A2RH42TOQUF3LQ,B000FI4S1E,,GregM,I LOVE this flavor of Axe! I cant find it in any stores and just used it today for the first time in like 2 years! Simply awesome! Best Axe for the AM time in my opinion!,Love Axe Rise!!,1432080000,,
4088,5,True,"07 20, 2012",A19BNMVUQDMFGK,B0012Y0ZG2,{'Size:': ' 363'},Christine-Lee,"This is a very good soap for dry skin; leaves skin moisturized & soft. My husband & I use it after swimming to counteract the chlorine. Has a light citrus scent, which does not last.
I tried Bob & Trout soaps on a whim, & have been most pleased. My favorite is the Sea Salt & Kelp; the Winter Spice is the best scent. Try these soaps-- you will like them!
I have a longer review under the Sea Salt w/Kelp soap.",Great for dry skin!,1342742400,3,
798,5,True,"09 19, 2013",A3N81O636W6H9A,B0009RF9DW,{'Size:': ' 299'},Ben Freeman,"Having given up on bar soap and its innate ability to dry my skin out, I have been using shower gel for years.  Until recently, I've had no preference to any brand, as I felt they were all pretty similar.  After seeing some of the awards that Pattern Body Wash has received in various men's magazines I decided to try it for myself.

On opening the bottle, the fragrance was not overpowering or chemical-smelling, at all;  in fact, it was quite the opposite,  It has a great aroma with, not really a subtle scent, rather more subdued, and certainly not overwhelming.  In addition to nutmeg, I have also tried citrus, eucalyptus, cucumber, sage and black pepper, and all of them have been outstanding fragrances.  I was also impressed by the small amount of gel needed to clean the entire body.  Many of the other brands that I have tried seem to over-foam and usually leave a little residue that needs a secondary rinse to remove.  This is not the case with any of the Pattern products I have tried.  The body wash is silky, with just the right amount of lather, and it cleans exceptionally well.

One of the other areas, in which I compare body washes, is the dryness that ensues after toweling off after a shower.  Pattern is exceptional in this realm and leaves the skin smooth and soft, even in a very dry climate with little humidity.

The price point is certainly several dollars more than I would normally spend on a standard body wash, but in all truth, one bottle lasts longer than all of the other companies I have tried over the past 20 years.

Great job Pattern on a fantastic product, you have made a routine shower a much better experience.",Outstanding Body Wash,1379548800,,
3479,5,True,"07 14, 2016",AB4T4E0AGMKRA,B0012Y0ZG2,{'Size:': ' 77'},Amazon Customer,"For months i was waiting the product to come back for sale.
When i saw it is available again i bought 2!!
It was a good choice.
I searched a lot for an organic kid hair gel, and i did not find a better one.
Holds my son hair for hours. I know it is a lit expensive, but worth it.",It was a good choice. I searched a lot for an organic ...,1468454400,,
4335,5,True,"11 14, 2016",A35TPYOPNIDM7,B001OHV1H4,{'Size:': ' 55'},Amazon Customer,"Great smell and good product. I don't know that it moisturizes our daughters hair as much as we'd like, but the Tangle Taming Conditioner is a good follow-up for this shampoo.",Good Product!,1479081600,,
4719,4,False,"09 25, 2015",A2UOHALGF2X77Q,B008YQM4A6,{'Size:': ' 16.9'},DLH,"Colgate Enamel Health Anticavity Fluoride Sparkling Fresh Mint Mouthwash is a mild mouthwash that is alcohol free, and doesn't have the ""alcohol burn"" of other mouthwashes. Colgate claims that the mouthwash helps replenish natural calcium back into enamel and reverses enamel softening to help prevent cavities. These are bold claims, and I'd take them with a grain of salt. I'm sure there is some benefit compared to brushing alone though. The fresh mint flavor isn't overpowering and pleasant. Colgate Enamel Health Anticavity Fluoride Sparkling Fresh Mint Mouthwash is a good mouthwash for anyone that doesn't want the alcohol burn of other mouthwashes.",Good alcohol free mouthwash,1443139200,,
3707,5,True,"07 18, 2015",A3IYF2TNOC0XYO,B0012Y0ZG2,{'Size:': ' 55'},Lindsey Sutton,No problems.,Five Stars,1437177600,,
324,5,True,"07 18, 2015",A3IYF2TNOC0XYO,B00006L9LC,{'Size:': ' 55'},Lindsey Sutton,No problems.,Five Stars,1437177600,,
4154,5,False,"08 10, 2016",A1UQBFCERIP7VJ,B001ET7FZE,{'Style Name:': ' Bubble Fruit'},Margaret P.,"This toothpaste is a translucent gel with the sweet flavor and fragrance of old-fashioned bubble gum.  It is green rather than pink, which seems just as odd to me as purple ketchup.

The convenient pump dispenses the correct pea-sized dose that is recommended for brushing.  Children should still be supervised to make sure that they don't swallow the toothpaste to avoid fluoride toxicity.

The plastic container stands upright and holds 4.4 oz. or 124 g.  It has a cap that is easy to remove and replace but which smears any excess toothpaste left on the pump dispenser.  The dispenser opens and closes automatically so that the cap is not needed in routine use.  The safety-sealed containers that I received have an expiration date 16 months from receipt.

Active ingredient:  Sodium fluoride 0.24% (0.14% w/v fluoride ion).

Inactive ingredients:  Sorbitol, water, hydrated silica, PEG-12, cellulose gum, sodium lauryl sulfate, flavor, sodium saccharin, mica, titanium dioxide, D&C Yellow No. 10, FD&C Blue No. 1.",Bubble gum flavor,1470787200,,
4661,5,True,"08 2, 2013",A3AF038W92E3I,B001OHV1H4,{'Size:': ' 432'},Hismai,"My hair feels soft after I started use them. They smell wonderful! If you are like me, asian, with lots of thick hair, that are prone to frizz, I think for this prize, it's worth trying them!",Great!,1375401600,,
3023,5,True,"07 29, 2013",A2OMMYTOUX444Q,B0012Y0ZG2,{'Size:': ' 196'},Billye J Curtis,"Product has been unavailable for some time and I was happy to find it on Amazon.  Used it for years until Thymes discontinued it. Was told this was a special ""edition"" just released last Christmas, and I hope they will do it again this year, as I will order some for gifts if it is available.",My favorite Thymes Product!,1375056000,,
2670,5,True,"09 19, 2015",A28XHFOYRSV7VA,B0012Y0ZG2,{'Size:': ' 228'},Amazon Customer,Smells great..love the caddy.,Lovely,1442620800,,
3539,5,True,"04 19, 2016",AGXW8BFME8048,B0012Y0ZG2,{'Size:': ' 511'},Gretchen G,This is a great product. It is alcohol free but holds well . I used to get it at Sally's but they discontinued it . Thankfully I was able to buy it here.,This is a great product. It is alcohol free but holds well,1461024000,,
5177,4,False,"12 10, 2013",A2LAS014NSRW72,B00CZH3K1C,,Luisa Remy,"This is a complete set to get you started with the Electric toothbrush (for two to share)....four brush attachments, toothpaste, mouthwash, and floss.  But the star of the kit, the best thing about it for sure, is the enclosed clock and brushing ""meter"".  What it does is keeps track of how long you brush, giving you four stars for 30 seconds on each mouth quadrant.  You can also get a fifth star (for tongue) if you go a total of 2 1/2 minutes.  For me, that's not a big deal.  But for my six year old, the stars have been a boon to getting him to brush more thoroughly.

He brushes with enthusiasm now, and I've noticed his teeth looking much cleaner than with just a brush alone.  For me, it's a helpful reminder to brush longer than I was used to.  The whole set is convenient, with a countertop charger and no batteries being required.  And having a clock in the bathroom was new to me, and very convenient.

However, two things keep me from giving it five stars.  One, the price point.  I wouldn't pay more than $50 for this set.  In all actuality, it doesn't seem worth the extremely high price point.  I mean, a Crest tote bag?  What am I going to do with that?  I don't think the set warrants the price.

The other minor point about this is you have to brush with your mouth tightly closed or you get watery toothpaste sprayed all over the mirror and counter.  Not to mention your face!  My son has to brush before he dresses or his school shirts get ruined.  So, it's a minor thing to get used to, but sort of annoying.

In all, a great set that would be better if it were more affordable.",Excellent set but a steep price!,1386633600,,
1558,5,True,"07 26, 2016",A3RQS9GT66TEB8,B000URXP6E,{'Size:': ' 43'},W. Schilling,I like the way it cools my head and cleans my hair,Cooling,1469491200,,
2711,5,True,"07 30, 2015",A2NAS3M5B7Z8Q3,B0012Y0ZG2,{'Size:': ' 127'},Red,great value,Five Stars,1438214400,,
3861,5,True,"08 26, 2014",A21C5SBM0KCCH9,B0012Y0ZG2,{'Size:': ' 439'},angela,excellent products and excellent seller,I love it,1409011200,2,
4149,5,False,"08 21, 2016",AYNTULRNAIPNY,B001ET7FZE,{'Style Name:': ' Bubble Fruit'},Young@Heart,"One of the things that we are working on with my grandson is to make sure he takes better care of his teeth.
Part one was a better toothbrush, part two was finding a toothpaste that he really likes and is willing to brush
the full two minutes with.

With this toothpaste he likes the taste and the texture and brushes the full two minutes, encouraged of course by his
Talking Teenaged Mutant Ninja Turtles toothbrush.
He doesn't like the minty toothpastes that the adults in the house prefer, but adores the fruity bubblegum flavor
of the Colgate Kids Maximum Cavity Protection.

Based on the changes in brushing behavior I have seen, I would recommend both this toothpaste and also
https://www.amazon.com/Colgate-Teenage-Turtles-Talking-Toothbrush/dp/B01613YHQC/ref=cm_rdp_product",Makes a difference,1471737600,,
2015,5,True,"02 25, 2014",APTBOPU0IZZ0Y,B000URXP6E,{'Size:': ' 119'},Fitz,"I have always loved the fragrance of this product and when I found it at this price, I went for it! I received it in a very timely matter.",Good Deal,1393286400,,
4643,5,True,"11 12, 2013",A7VOU5ARHQ20F,B001OHV1H4,{'Size:': ' 19'},Medraut,Love this stuff.  It works better on my Psoriasis better then the medical creams and ointments the doctors prescribed.  Too bad they stopped making it.  Horde it all now because someday it will be gone and you will be forced to use head and shoulders.,noting clears up Psoriasis better.  too bad it's discontinued,1384214400,2,
1908,5,True,"12 2, 2014",A1RO0GOES15LER,B000URXP6E,{'Size:': ' 82'},Michelle,Loved this. ... but I can't fInd more. ... anywhere!,Five Stars,1417478400,,
3071,5,True,"02 26, 2013",A25TLMKU5AXWHF,B0012Y0ZG2,{'Size:': ' 283'},gamma,This wonderful fragrance is light and airy.  Lovely aroma that many ask what is that you are wearing. Hope you try it.,Attenion getting fragrance.,1361836800,,
3173,5,False,"09 19, 2017",A2ZJPDH0YP90SD,B0010ZBORW,{'Color:': ' Moisturizing Booties'},InfoFish,"I admit it takes a bit of getting used to having socks on for sleep.  Especially if it is warm.  Which is when you need this product the most, during summer days running around barefooted.  You develop quite the thick-soled hooves!  I was able to do the perfect test as one of these socks slipped off during the night, so I had perfect data.

The foot that kept the sock on WAS smoother, moisturized, and softer.  No two ways about it.

The booties are really just all natural unbleached cotton no-show socks, thin material probably fits all sizes up to a 10.5, Womens.

I used some lovely Judith Krantz moisturizer and slipped on the socks.  A couple of hours later, one was off, I kept it off to see the difference.  And there is a difference.

I absolutely think this will be an enormous help if you have dry, cracked, and/or calloused feet.

Cold wash, hang to dry.",Works well.,1505779200,,
2685,5,True,"08 25, 2015",A3OPJT8CDLLZON,B0012Y0ZG2,{'Size:': ' 268'},M. Bernard,Best cream ever,Five Stars,1440460800,,
