,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
1125966,1,,False,"12 4, 2017",A25DP3DWUXSS48,B005DTUJ1I, KT,"Sadly, these aren't going anywhere near my dogs.  I noted before I picked them from Vine that there was no info on the listing page regarding what these are made of.  Not a huge deal, sometimes that happens, and the info needed is usually on the package itself.  It wasn't.

The only clues you get are ""Made in Ecuador"".  One place says ""Healthy Hide"" and another place says ""grass fed beefhide"".  Then you have ""beef flavor"".  Well, I want to know exactly what's used for that flavor, especially since there's an expiration date.

I don't mean to be a-retentive, but one of my dogs has more allergies than I've ever seen even in a  human.  She's on a very expensive bronchial dilator, 2-a-month allergy shots, special food, and next step is a nebulizer.  I'd like to avoid that as long as possible.

Put all that together with this company having 3 major recalls in recent years, with one being just a few months ago, including this product - so yeah, I want the ingredients list.

Not having one, or even a clear message that it's a rawhide product, is aggravating to me.  -4 stars worth.

Don't forget to use the Smile. Amazon.com address - many things you buy every day will generate a small donation to the charity of your choice.  Read about it here:  https://smile.amazon.com/gp/chpf/about/ref=smi_se_rspo_laas_aas","No ingredients, no clear info, and 3 major recalls, one just last April. Not going to work for us.",1512345600,,
1650727,5,,True,"09 9, 2016",A5DOWA2QMR0ES,B00QAVNODI,Amazon Customer,This is a great for keeping my 60lb pit bulls contained.  They love their crates and there is plenty or room in there.,This is a great for keeping my 60lb pit bulls contained,1473379200,"{'Size:': ' 36-inch', 'Style:': ' Single-Door'}",
373796,5,,True,"10 12, 2015",A3W208YMXYGS9Q,B000FPH2I8,Sandyman,My cat is allergic to fleas and I use this when he pulls out his hair and it works great.,... when he pulls out his hair and it works great.,1444608000,{'Size:': ' 4-Ounce'},
1999044,2,,True,"12 17, 2013",A2ZEJKPVQFHPXA,B0040DQHZK,Jess,"We bought this for our 8 week old puppy when we were to pick him up from the breeder. His head would not even fit though the hole. This should only really be used for chiwawas or yorkies or any other tiny breed.
Really cool design though! And it does glow in the dark after first sitting in the light.",Great design but TINY,1387238400,"{'Size:': ' Small', 'Color:': ' Red'}",
278455,5,,True,"12 16, 2015",A3V6CUQSMBE3ZQ,B0006PQKL2,kateisaredhead,How can you resist the bees?  They are a staple of any pet's playtime.  These are the ONLY toys that have lasted.  We still have them from when my dog was a puppy (he's turning 2).  I have a weenie dog and a ginormous black lab who are very rough on toys (most only last a few minutes),Loads of squeaky fun for big & small dogs,1450224000,{'Style:': ' Bee'},
119043,5,,True,"03 31, 2017",A24VQZQI5F65D2,B0002ASBBS,JC1028,Got this for my two guinea pigs. i had a huge litter box in their cage and this fits better...and I actually think they're pooping in it more than did before so that's a plus! Product was as pictured. I got a pink one.,Great litter box,1490918400,,
960965,5,,True,"04 4, 2017",A3EJOUNCHSXJ3H,B003C5PUCS,DLester,was in good condition and looks new.  Should work fine for my aquarium,Nice and new,1491264000,{'Size:': ' Small'},
1650158,5,,True,"04 7, 2017",A1WVJM3I7MGTGQ,B00QBAJB7G,Amazon Customer,Collar was well made and arrived quickly I have ordered another one for my other dog I highly recommend these collars.,dog collar,1491523200,"{'Size:': ' MEDIUM (13"" - 17"" Neck x 3/4"" Width)', 'Color:': ' Blue'}",
1573162,5,,True,"10 24, 2017",A29PINKHSXY0EJ,B00LO1O12C,Kris,This is the third time we've bought these and our two dogs love them. They even smell like they taste good. They last a decent amount of time and sometimes we cut them in threes so they last longer.,Dogs love them,1508803200,{'Flavor Name:': ' Calming Dog Chews'},
326777,4,,True,"04 5, 2018",A24XU02OGU0V6F,B000A7OOAA,Karina,"Simple, sturdy, just what I needed.",Good Leash,1522886400,"{'Size:': ' 3/4 in. x 6 ft.', 'Color:': ' BLACK'}",
1564392,5,,True,"08 30, 2015",A2FCGDCV199Q7S,B00LA6SCM6,FishGeek,Cheap little power head  works better than it looks  great for the price  www.humblekoi.com,FishGeeks,1440892800,,
1950435,3,,True,"05 13, 2015",A1ZXCXYW3SSEHC,B000256EMG,Dennis Brooks,Good product.  Does the job quickly and well.  Nice price.,Good product for the job,1431475200,,
1015031,5,2,True,"07 10, 2014",A2HLST9F70Y4YY,B004488VQ4,Pink Toes,"Water tested, human approved.  I needed this to train my dog to stop jumping the fence.  Very effective, 8 different settings so you can be confident it is not hurting your pup.  Two different beeps are also great to just get your dog's attention.  Rechargeable is great because you do not have to buy those flat round batteries anymore.  They can get expensive when you are actively training your dog and using the collar alot.

The collar and remote have both gotten wet at the pool and the beach with no ill effects.

I will say that depending on how stubborn your dog is, the 8 levels may not be effective enough.  My 60lbs male pitbull responds at 2 or 3 depending on the situation, my 70lbs male pit/boxer can take level 8 on continuous stimulation and not flinch if he wants to.",Way better than the last e-collar I had!,1404950400,{'Size:': ' Yard & Park Trainer'},
1436759,3,,True,"06 19, 2016",A1F7TSTJ5ITSFD,B00EWENKXO,R. McDowell,"Works well, I just had to modify some fittings and hoses to get it attached to my fountain. What they sent and what my fountain inlet needed were different. As said, it works well but it does clog easily when using outdoors (they all do).  But it is also easy to clean and get back into service.",Does a good job for the price.,1466294400,{'Color:': ' Black'},
884475,5,,True,"01 14, 2014",A3R6KHVDDXZTCM,B00251EPL2,K. L. Martin,"I have a medium-sized aussie shepherd mix who wolfs down her food, dry or wet.  This prolongs her eating enough that I don't worry so much about how fast she eats now.",Works,1389657600,{'Size:': ' Medium'},
2019318,5,,True,"06 28, 2018",A1YFARRZPTWEW6,B007TGWW36,651-270-1563,Love Lupine products!!,Five Stars,1530144000,"{'Size:': ' 1"" W; 2 Foot Length'}",
1590887,5,,True,"08 24, 2015",ALQ0TV4EIQJ51,B00MNVX2H2,vicki butler,I like that this doesn't hang off my dogs leash and bounce around. Once attached it stays firmly in place. Great product.,I like that this doesn't hang off my dogs leash and ...,1440374400,"{'Size:': ' Leash', 'Color:': ' Forest Green'}",
1011065,5,,True,"01 11, 2015",A3APBDP84IT9R7,B0042JQX4M,Kirk H. Rake,Dogs loved it,Five Stars,1420934400,{'Color:': ' Green'},
1990284,5,,False,"02 17, 2017",AGDTKAN4WCKAQ,B0027JEIE6,Average audiophile,Works as described for setting my water hardness.,Five Stars,1487289600,,
2084984,5,,False,"12 29, 2017",A1DG75OT3Y49EM,B01891IKXK,Raistlin,I gave one of these to a young lab and he went right after it. And hours later he is still going after it. He destroys toys so this is a great alternative. I'm very happy with these.,He destroys toys so this is a great alternative. I'm very happy with these,1514505600,,
1239374,4,,True,"04 5, 2017",AZN73PEFVW2YF,B007Z8LBZI,MRW,"One of the Genies malfunctioned - I've only had that once before, the bags come out double-layered, so it's a total waste.
You can't just put the extra layer back since the single 'opening' is nowhere to be found.",Love it but 1 came out wrong...,1491350400,{'Size:': ' Litter Genie 3-Pack Refill'},
587210,5,,True,"03 22, 2017",A1RUQI0WHH8UQC,B00140WBUW,Cleocatra,My dogs take this vitamin as if it were a treat. No problem.,Five Stars,1490140800,,
1757482,5,,True,"02 23, 2016",A30ZIBMDH5WXZ,B00ZK03U0M,Jennifer K. R.,"My birds love to tear these apart. They go through them quickly, but just love them!",Five Stars,1456185600,"{'Size:': ' 4.8 oz.', 'Color:': ' brown'}",
1972463,3,,True,"07 18, 2017",A15ZFRKVC2LJNN,B000OXAW1A,Veronica Tijerina,Wasn't too happy with the product he still got fleas.,Still have fleas,1500336000,,
1623480,5,,True,"01 30, 2017",A2JS6TG7VDCV2T,B00OIP3QEU,Jane,"Works great! At first my cats (2 brothers from the same litter, Sam and Dean Katt) were both very reluctant to let me use it as they are very young and have not seen a brush like this before. I surrounded it with some catnip and left it for them to investigate for a bit which helped, but once I managed to brush them the first time, they loved it.  No more fear of the brush, they hop right up and are excited to be groomed.  It must feel somewhat like mother's grooming to them as I have one who likes to suckle on his fuzzy cat bed and that is where he wants to be brushed while he kneads the bed and nurses.  So cute.",Sam and Dean Katt approved product.,1485734400,,
1023253,5,,True,"01 24, 2016",A2H2O8SPECGFHQ,B004A7X24K,Stephanie,Most durable dog toy of all time! My two labs haven't been able to destroy it.,Five Stars,1453593600,"{'Size:': ' Large', 'Color:': ' Aqua'}",
571337,5,,True,"06 4, 2015",A2ZU3T45C8J5IA,B0012NV9NQ,David L Pursey,Perfect for my Minature Daschsunds. Good fit and does not choke them.,Great Product,1433376000,"{'Size:': ' Medium', 'Color:': ' ROYAL BLUE', 'Style:': ' Puppia Soft Dog Harness'}",
1064874,4,,True,"04 15, 2014",A1FP6J6PBWIPU0,B004ULZ0EG,Barb,"This product was recommended by my vet for my Yorkie and I have purchased it from his office in the past.  Although the bottle was wrapped in plastic, it was poorly packaged along with 2 other items in my order, and the bottle leaked.  Luckily the other items were not damaged.  The AquaDent seems to be doing well in preventing plaque buildup in my dogs.",Dental care from our dogs,1397520000,,
1133559,5,3,True,"10 20, 2011",A2ITR3O4COH966,B005GSEC3W,Janet K. Uffer,"My cat has the PTSD, and feels secure in a closed in space, especially during monsoon season.  She is overweight, so fills the inside, but not too much.  She was interested in it immediately upon placing it in her hiding place in the closet.  The pillow inside is really kooshy.  It popped right up and held the shape it shows in the photo.  I had concerns when I saw the smaller box come, but it holds shape perfectly.",Perfect for the Anxious (and fat) Burrower,1319068800,"{'Size:': ' 18"" L X 13"" W X 13"" H', 'Color:': ' Brown & Ivory'}",
1942336,5,,True,"11 27, 2016",AVDEEV7L2Q13S,B01GZ3SHBO,Diane Mary,Cat and dog love Stella & Cheweys' products.  I have 4 of them in my pantry and both pets get very excited when they see the Stella & Chewy packages out.,Stella and Chewy's,1480204800,"{'Size:': ' 9 Ounce', 'Flavor Name:': ' Chicken'}",
1131786,3,3,True,"12 14, 2012",A30297D0E87D4Q,B005FU4Z8I,LJ,"It serves the purpose for which I bought it however, the bars meant to keep the hay in doesn't stay in place. A little duct tape fixed that problem. The clips that came with it were cheaply made, but caribeaners are easy to replace, so I worked with that.",With some adjustments it works,1355443200,{'Color:': ' Assorted colors'},
508009,5,,True,"11 17, 2014",A34OQKIAOHQUA9,B000VK4K50,Michele Wilson,"This food is great and my cats love it! When I switched to this food, I had an older cat with food sensitivities and she would always throw up after eating. On this food, she stopped throwing up and she was a happy cat again.",Great cat food!,1416182400,"{'Size:': ' 4.75-Pound Bag', 'Flavor Name:': ' chicken'}",
623915,5,,False,"01 21, 2013",A14W5TB8E8H12B,B0017N8W90,Freddy,I've had this on my tank for a few months now and seems to be working good so far. I'm happy with this purchase.,Great,1358726400,,
986949,5,,False,"04 11, 2015",A21GU5CXGFF78J,B003RQTN70,CL,"Conure is in LOVE with this toy. It's just a few rings with some solid ""pacifier"" looking toys dangling from it but he loves it!",Happy Conure,1428710400,,
1953330,5,,True,"03 25, 2018",A16J0G6JTHX243,B0002ARGLE,Thomas Hales,Great product.,Five Stars,1521936000,{'Size:': ' 18-Ounce'},
1572179,4,,True,"04 27, 2018",A3J8NIFP46QWJ6,B00LN5VNTI,Bookaholic,My dog is very fussy but loves these bones. 4 stars not 5 because they really aren't terribly long lasting.,One of my dogs favorite treats,1524787200,{'Size:': ' Medium - 3 pieces/pack'},
913960,4,,True,"01 15, 2016",A2UE6GLIMIZN4W,B002DVVCH4,Kurtis Davis,"Great tool for cleaning my tank. It's not the highest quality, but it gets the job done.",Four Stars,1452816000,,
822032,5,,True,"01 19, 2015",A2I1ZZNLCNAE6S,B001ICJGUE,Tom Flint,one of my dog's favorite toys!,Five Stars,1421625600,{'Pattern:': ' Safari Monkey'},
2024065,5,,True,"12 18, 2013",A3MERR7V22H70H,B009FXOQI0,Jennifer M,I just love this collar.  My dog received so many compliments at the park and around the neighborhood when she was wearing this.  I now put it on her for all patriotic holidays.  Highly recommended.,Show your dog's patriotism,1387324800,,
1795179,5,,True,"08 29, 2017",A1Z9KPSSD9DMAU,B0148WG0V8,KyFan,I ordered one of these bowls several months ago to keep in the car & was very pleased with it.  I like it so well that I recently ordered another one to keep on our boat.  It's the perfect size for my Golden Retriever & the rim is easy to grasp & carry without the bowl collapsing. Great purchase.,Great product!,1503964800,,
535699,2,,True,"08 28, 2017",A3TZFWCX7VV6B9,B000XY7C7C,Allison RM,"This is a good concept but did not work for my French Bulldog puppy. He has a very short snout and this this was wayyyyy too long for him. It was also pretty heavy for him to carry around. We ended up going with the Kong inflatable tube one, worked much better!","Good Concept, Just Didn't Work for Us",1503878400,"{'Size:': ' Large 25 cm', 'Color:': ' Black'}",
574100,4,,True,"07 28, 2011",A3PIAYQET19O55,B0012NV9NQ,J. Lynn,"I have a difficult 22 lb Shiba Inu with a neck injury so he can no longer wear a collar.  I purchased the large harness for him based on another Shiba review.  I agree with the other reviews that the neck is really too large.  My dog has a slender neck but because of his injury, this is good for him because it sits very low, on the back more than the neck.  Also, he hates harnesses.  This harness is great because the strap that goes around his mid section can completely disconnect so he does not have to step through it.  I can get his head through the top then loop the mid section around him without him throwing a fit.  It also appears to be much more comfortable than other harnesses that rub.  When we go out of town, I leave the harness on him so the dog sitter doesn't have to deal with it and there is no sign of rubbing or irritation.","Easy on and off, seems comfortable",1311811200,"{'Size:': ' Large', 'Color:': ' YELLOW', 'Style:': ' Puppia Soft Dog Harness'}",
1858156,5,24,True,"04 11, 2016",AZD2L8YJIJ7DA,B01A141EGI,Kimberly,"My little pug puppy, Tallulah, insists on being snuggled up under the covers with me when we go to sleep so I figured she must be a burrower and would probably like this style of bed. It took her some time to figure it out and get used to it--I would put her toys and treats in the bed to help her--but now that she knows how it works, she absolutely loves it! It's a really nice quality bed of this style for this price. I looked at similar beds for $70 or more and that's outrageous! This is really nice and soft. There's a cushion insert that comes out for easy washing, and the top part of the cave is stuffed (no metal wire) so it stays open when it's left alone, but she can also sit on top of the bed if she's too warm. She's currently around 10 or so pounds (she's 5 months old) and has PLENTY of space in the small sized bed. It will definitely last until she's fully grown. Over all, it's a great bed and we're both thrilled with it.",insists on being snuggled up under the covers with me when we go to sleep so I figured she must be a burrower and would probably,1460332800,"{'Size:': ' Small', 'Color:': ' Brown'}",['https://images-na.ssl-images-amazon.com/images/I/61cc-9-w4SL._SY88.jpg']
454966,5,,True,"03 27, 2015",AGG60MI5G6O2E,B000N5OM8S,MGMTD,Great for Uromastix!,Five Stars,1427414400,,
939226,5,,True,"02 20, 2014",A2BOIW285K36FK,B0030FU1U6,Kelly Potato,"This is a great cat tree.  The materials used are excellent--the carpeting is very soft and the posts are durable with rope wrapped around them.  It came with hardly any directions, so I was a bit nervous, but seriously--this was super easy to put together!  You don't even need any additional tools.  It seems pretty stable--I see it wobble a tiny bit when my cat jumps on the upper most sections, but I'm not concerned at all.  He especially loves playing with the little ball on top.

I highly recommend this item, as long as you have the space.  It is about 5 feet tall.  You may also need to put it next to another piece of furniture--my cat has a bit of a problem getting from the 2nd level to the 3rd level without using our nearby TV stand.

We also really love the color!  So much better than the typical brown/beige cat trees that are everywhere.  My husband was very reluctant to get a cat tree because of how ugly they are--but this one is quite nice and goes along with our decor.","Good quality, easy to assemble, cat loves it!",1392854400,{'Color:': ' Brown'},
1200783,5,,True,"03 13, 2013",ARHNTFGKDR4RG,B0071PFQ60,Julianne,"My hound mix is a puller and had managed to break several leashes. This leash is thick, has a great collar attachment and padded handle! Ruffwear again makes another wonderful product!",SUPER TOUGH!,1363132800,"{'Size:': ' l', 'Color:': ' Twilight Gray'}",
826702,5,,True,"08 29, 2013",A33064E1HVGW9K,B001JQLKUS,N. Reeves,I will never buy these kickeroos from Petco or Petsmart again... the catnip is SO fresh buying them here since they are not hanging on a store shelf for weeks or months. My cat knew what was in the box before I even opened it and I haven't been able to peel this toy away from him since. Victory!,FRESH!!!!,1377734400,"{'Color:': ' Giraffe', 'Package Type:': ' Standard Packaging'}",
565422,5,,True,"11 30, 2014",A2I27I6MPWP5O2,B0012KIBP8,chucky,my brother's cat says meow,Five Stars,1417305600,{'Size:': ' 4 oz. Pouch'},
161761,3,,True,"07 12, 2013",AVNESWD0WTUJG,B0002DIKN4,Maria,"My gerbils will eat them..eventually, their one of the few treats they don't rush over to take from my hand, but they will eat them later if i put them in their cage.",Their ok,1373587200,{'Size:': ' 1 Pack'},
1801448,5,,False,"08 21, 2018",AA3ORMFSVHSH0,B014R5MOM0,Bev,"I am owned by one very picky cat.  Who will sometimes willingly eat his food, but has also turned up his nose at it.  So more than once I have given him treats to make sure he has eaten something.  So far on most days these are a hit.  He will come running at the sound of the jar being opened.  Of course, with him, there are always those hit and miss days.  They do have a somewhat fishy smell but nothing that is over the top.","Evidently they are yummy, on some days.",1534809600,"{'Size:': ' 12 oz', 'Flavor Name:': ' Salmon'}",
925003,5,,True,"05 26, 2010",A2EFLE2M36D8CQ,B002NBW5RK,mdkvegas,"The filters work fine and are doing a great job of keeping the water clear of the usual kitty debris.  However, even with free shipping, the price was higher than I could have paid at local stores.","Works fine, but...",1274832000,{'Size:': ' 3-Pack'},
1533481,4,,True,"01 3, 2017",A3L06GG437UR38,B00JVHSAFU,Deborah Boughter,"Purchased the White Meat Chicken and Whole Oats variety and want to say, right off the bat, I experienced no issues with broken, powdery food at the bottom of the bag.  I had been feeding the Hills Ideal Balance dry food, but it's becoming seemingly difficult to get for a decent price on here and is no longer available at either Petco or Petsmart.  Also, my subscription for Ideal balance was canceled due to unavailability.  I had to find something else.  I have five cats in my household, so decent quality at a decent price is important.  I already have one cat that eats the Beyond wet food varieties.  She's had some health issues and her overall appearance and health seems greatly improved since she's been eating Beyond wet.  I mixed a portion of this dry in with the last bag of their old food and kept adding more as the bin went down.  They all seem to be doing fine on it.  I don't notice them hanging around the feeder as much as when they were eating the other brand.  They seem more satisfied with a small amount at a time.  While it's not quite the highest quality food I would like to be feeding them, finances warrant a more practical choice and this seems to be working out well for all.  As another reviewer had mentioned, I'm not noticing any overly smelly poop in the box.  Time will tell...we have quite a bit from this bag to go through yet and it was a great value for the price!",Beyond White Meat Chicken and Whole Oats...,1483401600,"{'Size:': ' 13 lb. Bag', 'Flavor Name:': ' Chicken & Whole Oat Meal'}",
1997439,5,,True,"08 8, 2015",A1E30NRJSU4QU9,B003SJQFV8,Celine lover,Worked great thank you,Five Stars,1438992000,,
1342897,5,,True,"01 12, 2015",A2MVOGCYSXPR2A,B00BSYR7K8,penny scott,great,Five Stars,1421020800,"{'Size:': ' 8 Rolls, 120-Count', 'Color:': ' Lavender-Scented'}",
611839,5,,False,"01 24, 2016",A1AQ9XJ84S59R8,B00176CGK8,elena,my dog likes them a lot. a handler i know uses it with show dogs. i use them to play and sometimes in agility,my dog likes them a lot. a handler i ...,1453593600,"{'Size:': ' Large', 'Color:': ' Assorted'}",
1986937,3,,True,"09 12, 2017",A36AGA53NE6NJC,B001OE3IRS,LuckyWinks,"This item includes a 2-into-1 airline attachment which allows you run an addition line.  I added a small air stone and the included air pump is not sufficiently powered to run the underwater river. So don't expect to run two lines with the included pump.  Once I set it up as a single line, it worked well.  I did not buy this item with the intention of running two lines so I'm not disappointed, I'm happy with my purchase.  The only frustration I'm having is I set everything up and discovered after installation that the pump will not power both lines, all after I cut the original line and now I have to break it down and somehow make it fit with the shortened line or purchase new tubing.","Pump does not power two river plus added stone, be aware!",1505174400,,
629350,5,,True,"03 9, 2016",AHEGWOERAI6DE,B000VK4K3W,Kindle Customer,"Newman's Own is superior cat food, and my cat loves it.  Best ingredients, nutrition, and the smaller can is perfect for feeding it as a treat.  A whole 3 oz can would be a wonderful dinner, but such things as this should be savored.  It's a goal; my cat hasn't gotten the memo, but is very happy with this cat food.  Highly recommended.",Best Wet Cat Food!,1457481600,"{'Size:': ' 3-Ounce Cans (Pack of 24)', 'Flavor Name:': ' chicken & salmon'}",
598068,4,,True,"08 17, 2016",A392KXL1FHY98T,B0015QV1WE,Sharon L. Crabb,I'm cautiously optimistic.  I think it's helping 10 year old Cooper's back legs - they seem stronger.,I think it's helping.,1471392000,{'Size:': ' 360 Count'},
1146168,5,,True,"12 9, 2012",A1AQ8LQW5QQSTD,B005N2MQWK,Lynn B.,"I can see why this item has so many 5-star reviews.  I purchased two of these.  I have two cats, both were strays and they don't  get along super well.  In the warmer months, they are able to wander in my fenced backyard, but in the winter when they are cooped up, they tend to get really snotty with each other.  So I thought I'd buy them some goodies to keep them in a better mood.  It took a few days for the cats to warm up to these mats.  The crinkly thermal layer inside had them a bit leery.  I just kept putting them on top of it and with in a few days they were constantly on them.  They really do hold a fair amount of heat.  One of my cats was found when I was living in Florida.  I moved to Michigan a few months after officially taking her in.  She hates winter and being cold.  She's basically glued to this mat 24/7 now that it's getting chilly out.  If I'm nearby, I'll put a small space heater on next to the mat and it's like kitty nirvana to her.

I like the fact that they don't have any filler inside them, so they will machine wash easily.

Between these mats, a fling-ama-string (BEST cat toy ever!) and some other diversions, the cats are being a little less snarky to each other.

I have caught my labrador retriever hanging out on this cat mat when the cats aren't using it.  Of course only about 1/3 of her can get on it, but she seems to like it too.",Cats & Dog Love it.,1355011200,,
130346,5,,True,"03 3, 2018",AZFP9XJCWLPKZ,B0002ASMT4,Valerie Liscomb,my dog loved it,Five Stars,1520035200,{'Style:': ' Textured ring'},
982796,5,,True,"10 2, 2013",A1EM0HNGJB42JZ,B003PRI6OC,Regina Harwell,Really like and easy to use.  Have had issues with fungus on dogs skin and not so much flea and tick but am using just in case it is a combination.  Would recommend,Easy,1380672000,{'Size:': ' 32 oz'},
505271,5,,True,"08 12, 2016",A1QNFPR4FEL3I8,B000UTDATE,PoolGirlie,perfect for the service dog handler the pouches have just enough room for a clean up kit poop bags a few treats a water bottle and bowl to hold the water the leash attached is great it can be long or short a very well though out pack for any dog handler. LOVE IT!,Great for any service dog handler!,1470960000,{'Color:': ' Blue'},
1423252,1,2,True,"01 16, 2018",A3QE9YIIWWDIY3,B00EG8LIN0,WuZetian,"This product smells so bad it will repel you---your cat, not so much. My cat ignored this. It was so strong with a fake floral smell I had to open windows to air out the room. Also, the container got so frigid cold when I sprayed ONCE that it almost gave me frost bite. Seriously. I threw it in the trash.",Safe Your Money,1516060800,,
1433998,5,,True,"12 16, 2017",A39BHOETZEP6PK,B00EUMGBNE,Daisey Annie,5 Stars All The Way!,Five Stars,1513382400,{'Size:': ' Pack of 1'},
1023115,2,,True,"08 5, 2015",A1J15F59XXVVAH,B004A7X268,muddinjeeps,"I only had this 2 days or shall I say my rescue Foose had this 2 days and it tore apart. I only order WP products and one other brand to stand up to my aggressive chewer along with antlers. This is the first WP product to do this in such a short amount of time.... I am afraid they have changed the material or process which I am now leery of. I will update as I plan on ordering a new one.
In the pictures I have provided, the Blue one was ordered in February 2015, the Orange one is less than a week old.",Uncertain,1438732800,"{'Size:': ' Large', 'Color:': ' Tangerine'}","['https://images-na.ssl-images-amazon.com/images/I/71l0bqWGBqL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71TZAJgfvVL._SY88.jpg']"
1205863,5,,True,"07 18, 2013",A2Q0JO2D8AU481,B00771WQIY,OlyGirl,"We bought these at the recommendation of our trainer specifically for the vibrating feature.  The vibration is enough to get our dogs attention even in the depth of her ""red zone"" moments... also known as barking at the fence.

The vibration is accompanied by a small noise which is really effective!

I also appreciate that one remote controls both collars.  It makes it so much easier to mangage the kids! :D  One dog barks at the fence and the other the door!

We don't use the shock features but they are there with two levels to choose from.

This is a great training tool at a great price!",Love the Vibrating Feature,1374105600,,
303522,5,,True,"05 5, 2016",A2OWCXTVPL828P,B0009XLVDS,Salad McSaladstein,My two Great Danes (16 and 3 months) really love this food.  They eat considerably less of this than they do other foods that cost a lot more.,My two Great Danes (16 and 3 months) really love this food,1462406400,"{'Size:': ' 44-Pound', 'Flavor Name:': ' Chicken, Turkey, Lamb, & Fish'}",
1650547,5,,True,"12 7, 2016",A1YNP68HCJ1SMX,B00QAVNODI,dutchiemom,This is great deal on a quality kennel. I have paid more than twice this price for the same cage different brand. I plan on purchasing another soon.,Excellent Kennel!!!,1481068800,"{'Size:': ' 42-inch', 'Style:': ' Double-Door'}",
1613205,5,,True,"08 13, 2015",A41770CQJFAUT,B00NTR2DCY,RKZ,Always great to have extras,Can't have enough of these,1439424000,"{'Size:': ' Covers Are 3 1/2"" Diameter'}",
1280302,4,,True,"08 18, 2016",A29IUMRMU39HZ1,B009FXSRLC,patrick boudreaux,good,Four Stars,1471478400,"{'Size:': ' Small', 'Color:': ' Yellow/Brown'}",
1115981,1,,True,"04 28, 2018",A3HZKHB2NW1MJI,B005BUZJAU,Amazon Customer,"Used this to try and get my puppy potty trained and used to peeing in the grass. We even put a used pee pee pad underneath the grass and it did nothing. He thought it was a toy and refused to use it. I gave it to my friend for her puppy, thinking it might work for her but her puppy refused to use it as well. Waste of money",Did not work,1524873600,"{'Size:': ' Medium', 'Style:': ' Patch'}",
696343,3,,True,"01 2, 2015",A2RSIP433PB5YI,B0012T6KRU,Lucy W,"I really wanted to love this since it seemed like an ideal solution for my small-ish apartment (no good places to keep an ugly litter box out of plain view) and skittish cat who likes to ""go"" in privacy.  Aesthetically, it's stylish enough and goes well with my furniture.  I also had no problems fitting my existing litter pan inside.

HOWEVER, it did take me a long time to put together because the clasps that you twist in to hold the screws in place (don't know what they're called) kept falling back out, even when I screwed them as tight as I could get them and they sat flush in the pre-drilled hole.  Maybe there's some user error here, but I've put in this exact same type of hardware many times before on my Ikea furniture and never had this problem.  Anyways, over time, they kept popping out and eventually i just gave up on trying to screw them back in.  The stand still holds together but it's a bit wobbly and not nearly as secure as it could be.  I don't put anything heavy on the top just in case and try to be careful when opening the door.

Overall, I like this stand in theory, it's held up for more than 6 months now, and it does look quite nice, but for the $100 I paid I'd expect the materials to be sturdier and fit together better.","Looks nice, but frustrating construction",1420156800,"{'Size:': ' Small', 'Color:': ' Espresso'}",
1977503,5,2,True,"07 6, 2015",A2SK6FAX6IF1RJ,B00111BXTY,Sasha,"This is a great dry dog food for dogs with sensitive stomachs.  I have tried many types of dog food for sensitive stomach and have found that others are too heavy or too rich for my 9 year old pure-bred yellow lab.  This dog food has been recommended by my vet and has never let me down.  Although it's not my dog's favourite food to eat (he's a picky eater), this food has always kept him regular and has saved him from his tummy troubles!",Great food for sensitive tummies!,1436140800,"{'Size:': ' 30 lbs.', 'Flavor Name:': ' Venison'}",
2065603,5,,True,"09 16, 2016",A2OBCK5NFSWTJA,B00S5HEZ60,Amanda Bear,Perfect!! Two full size and two smaller ones. Using one for baking and the others for protecting glassware on tables and countertops. Fast shipping.,Perfect!! Two full size and two smaller ones,1473984000,,
1304451,2,,True,"04 22, 2018",A3PNOL9V12TVOI,B00AMEBH06,David Presley,I've tried using this several times and my cat either won't eat anything I put this on or it upsets her stomach.,I've tried using this several times and my cat either ...,1524355200,,
297439,5,,True,"10 24, 2015",A3Q02VSH4WTSKT,B0009G0GQI,Chase Bleu,"This product is exactly as described,and has constant surprises with what kind of animal part and treat you will find next .",Your dogs will be blissfully happy with this ovary feast,1445644800,{'Size:': ' Pack of 2'},
1410730,3,,True,"01 23, 2018",A1NXGY50ENY6EX,B00DZFRK78,Amazon Customer,Only hearing to 76.5,Inaccurate,1516665600,{'Size:': ' 100-watt'},
520827,5,,True,"08 5, 2014",A2HT5ROHSSQ755,B000W5QSYA,maria,The best for the money and both my dogs do extremely well on it.  Period.  Too many other companies have been bought out and are now of poor quality.  Nothing has changed here.,Great dog food!,1407196800,"{'Size:': ' 30lb', 'Flavor Name:': ' Pacific Stream Adult - Salmon', 'Package Type:': ' Standard Packaging'}",
1050692,4,,True,"08 29, 2014",A2Z5OYSTJSXN63,B004L6RJN0,CJ,Great for my Yorkies.,Four Stars,1409270400,,
1061359,3,,True,"07 7, 2014",A3D509XLLX9A4G,B004SP46SK,Heidi,"Seems to be working ok.  Not perfect, but definately adequate for my indoor/outdoor dog who gets bathed weekly","Not perfect, but definately adequate for my indoor/outdoor dog who ...",1404691200,"{'Size:': ' 23 to 44-Pound', 'Style:': ' 3-Month'}",
